url,title,price,lat,lon,listing_id,section_alias,category_alias,rooms_structured,area_m2_structured,photo_count,is_estate_verified,is_booking_enabled,rental_period,Город,Жилой комплекс,Этаж,Площадь,Кухня студия,Состояние квартиры,Возможности размещения,Часы пребывания,Удобства,Ванная комната,Кому подойдет квартира,Безопасность,Новостройка,Застройщик,scraped_at,Год постройки,Санузел,Квартира меблирована,Балкон остеклён,Тип дома,Дверь,Интернет,Телефон,Парковка,Балкон
https://krisha.kz/a/show/696205359,"1-комнатная квартира · 40 м² · 4/9 этаж, Алихан Бокейхан 16/3",16000,51.105400978009,71.433040073942,696205359,arenda,kvartiry-posutochno,1,40.0,13,False,False,daily,"Астана, Есильский р-н",Asylym Park 1,4 из 9,40 м²,да,"свежий ремонт, новая мебель","2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","электронные замки, паркинг, рядом есть парковка",False,NAK,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1005672124,"1-комнатная квартира · 38 м² · 6/24 этаж, Туран — Сдается уютная 1-комнатная квартира - Левый берег",13000,51.118145520705,71.399056312929,1005672124,arenda,kvartiry-posutochno,1,38.0,4,False,False,daily,"Астана, Есильский р-н",Алтын Шар 1,6 из 24,38 м²,,,"3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,Шар-Құрылыс,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/695768415,"1-комнатная квартира · 45 м² · 5/9 этаж, 306 50 — ЕК-32",12000,51.132534309536,71.398115688555,695768415,arenda,kvartiry-posutochno,1,45.0,4,False,False,daily,"Астана, Нура р-н",GreenLine.Headliner,5 из 9,45 м²,,"свежий ремонт, новая мебель","2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,BI Group Север,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1000690403,"1-комнатная квартира · 44 м² · 16/20 этаж, Кабанбай батыр 49а",17000,51.100621378414,71.405955793683,1000690403,arenda,kvartiry-posutochno,1,44.0,15,False,False,daily,"Астана, Есильский р-н",Alau,16 из 20,44 м²,,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, паркинг, рядом есть парковка",False,АстанаТехСтрой,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/677440841,"1-комнатная квартира · 42 м² · 7 этаж, Асфендиярова 5",15000,51.133322,71.381175,677440841,arenda,kvartiry-posutochno,1,42.0,7,False,False,daily,"Астана, Есильский р-н",Sat City,7,42 м²,,свежий ремонт,1 гость,"Заезд 14:00, выезд 12:00 (по договорённости)",,,,"домофон, видеодомофон",False,SAT-NS,2026-08-05T15:50:53+00:00,2017.0,совмещенный,полностью,да,,,,,,
https://krisha.kz/a/show/682947258,"1-комнатная квартира · 50 м² · 6/10 этаж, Момышулы 15а",15000,51.138612,71.471626,682947258,arenda,kvartiry-posutochno,1,50.0,6,False,False,daily,"Астана, Алматы р-н",,6 из 10,50 м²,да,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, посудомоечная машина, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011081844,"3-комнатная квартира · 80 м² · 8/9 этаж, улица Култегин 2 — Хан шатыр. школа бином. Молдагалиева и Айтеке би",30000,51.124735559763,71.370900409794,1011081844,arenda,kvartiry-posutochno,3,80.0,12,False,False,daily,"Астана, Есильский р-н",,8 из 9,"80 м², Площадь кухни — 12 м²",,"свежий ремонт, новая мебель","8 гостей, 3 кровати, 2 дивана","Заезд 14:00, выезд 12:10 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, ванна, полотенца, халат, тапочки, фен, гель для душа",можно с детьми,"домофон, видеодомофон, рядом есть парковка",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1014545309,"1-комнатная квартира · 40 м² · 7/9 этаж, Максут Нарикбаев 10",15000,51.142377946235,71.387337076008,1014545309,arenda,kvartiry-posutochno,1,40.0,11,False,False,daily,"Астана, Нура р-н",Энергетик,7 из 9,"40 м², Площадь кухни — 9 м²",,"не новый, но аккуратный и чистый ремонт","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, рядом есть парковка",False,СК Астанатрансстрой,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/688595204,"3-комнатная квартира · 120 м² · 12/18 этаж, Кошкарбаева 10 — Мечеть Хазрет Султан и Посольства Америки и ОАЭ",30000,51.126302,71.469048,688595204,arenda,kvartiry-posutochno,3,120.0,9,False,False,daily,"Астана, Алматы р-н",Хайвил Астана,12 из 18,120 м²,,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 2 дивана","Заезд 13:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, видеодомофон, электронные замки, паркинг, рядом есть парковка",False,Highvill,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1014561128,"2-комнатная квартира · 52 м² · 8/10 этаж, Турар Рыскулов 9а",27000,51.084807274514,71.419342332246,1014561128,arenda,kvartiry-posutochno,2,52.0,6,False,False,daily,"Астана, Есильский р-н",Nexpo Trend,8 из 10,"52 м², Площадь кухни — 12 м²",,"свежий ремонт, новая мебель","1 гость, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, халат, тапочки, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,BI Group Север,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/684822858,"1-комнатная квартира · 38 м² · 5/9 этаж, Нурмагамбетова 27/1",13000,51.120824,71.482433,684822858,arenda,kvartiry-posutochno,1,38.0,10,False,False,daily,"Астана, Алматы р-н",Qazyna,5 из 9,38 м²,,"свежий ремонт, новая мебель",2 гостя,"Заезд 12:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, посуда, лифт","ванна, полотенца",некурящим,"домофон, электронные замки, паркинг",False,BAZIS–А,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011730530,"3-комнатная квартира · 70 м² · 4/18 этаж, Сауран 10/1",35000,51.119175910597,71.420874316479,1011730530,arenda,kvartiry-posutochno,3,70.0,11,False,False,daily,"Астана, Есильский р-н",Sauran Towers,4 из 18,"70 м², Площадь кухни — 10 м²",да,,"6 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, для вечеринок, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/699700962,"2-комнатная квартира · 65 м² · 12/12 этаж, Сыганак 54/1 — Сыганак сауран",25000,51.12334,71.419236,699700962,arenda,kvartiry-posutochno,2,65.0,6,False,False,daily,"Астана, Есильский р-н",Номад,12 из 12,"65 м², Площадь кухни — 12 м²",,"не новый, но аккуратный и чистый ремонт","6 гостей, 3 кровати, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/661049556,"3-комнатная квартира · 90 м² · 3/9 этаж, Жансугурова 4/1 — Абылайхана",30000,51.158258,71.483376,661049556,arenda,kvartiry-posutochno,3,90.0,8,False,False,daily,"Астана, Алматы р-н",Этюд,3 из 9,90 м²,,,1 гость,"Заезд 14:00, выезд 12:00",,,,домофон,False,BI Group Юг,2026-08-05T15:50:53+00:00,2015.0,раздельный,полностью,да,кирпичный,металлическая,проводной,отдельный,рядом охраняемая стоянка,балкон
https://krisha.kz/a/show/1013681010,"2-комнатная квартира · 45 м² · 4/13 этаж, Мангилик Ел 40/2",16500,51.101325366301,71.42994835725,1013681010,arenda,kvartiry-posutochno,2,45.0,17,False,False,daily,"Астана, Есильский р-н",Коркем 4,4 из 13,45 м²,да,"не новый, но аккуратный и чистый ремонт","4 гостя, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00","интернет, стиральная машина, посуда, лифт","ванна, полотенца, шампунь, гель для душа","некурящим, можно с детьми, можно с животными","домофон, рядом есть парковка",False,AIBYN Group,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1012814524,"1-комнатная квартира · 40 м² · 4/9 этаж, Акмешит 11",15000,51.112891,71.421006,1012814524,arenda,kvartiry-posutochno,1,40.0,3,False,False,daily,"Астана, Есильский р-н",,4 из 9,"40 м², Площадь кухни — 15 м²",,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","душевая кабина, ванна, полотенца, халат, тапочки, фен, гель для душа","некурящим, можно с детьми","домофон, электронные замки, рядом есть парковка",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1007289626,"1-комнатная квартира · 41 м² · 5/18 этаж, Асфендиярова 1 — Сыганак",10000,51.131364166103,71.375333689126,1007289626,arenda,kvartiry-posutochno,1,41.0,5,False,False,daily,"Астана, Нура р-н",,5 из 18,41 м²,,"не новый, но аккуратный и чистый ремонт","2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, гель для душа",некурящим,домофон,False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1003616896,"1-комнатная квартира · 40 м² · 3/10 этаж, Култегин 19/1",16000,51.13920645976,71.373102664729,1003616896,arenda,kvartiry-posutochno,1,40.0,9,False,False,daily,"Астана, Есильский р-н",Otbasym,3 из 10,40 м²,,"свежий ремонт, новая мебель","2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, электронные замки, рядом есть парковка",False,SVOYDOM,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1013510020,"1-комнатная квартира · 40 м² · 7/9 этаж, Туран 57/4 — Бухар Жырау",17000,51.105230812822,71.393402905073,1013510020,arenda,kvartiry-posutochno,1,40.0,10,False,False,daily,"Астана, Нура р-н",Arena city,7 из 9,"40 м², Площадь кухни — 9 м²",,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, рядом есть парковка",False,BI Group Юг,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1002251296,"2-комнатная квартира · 42 м² · 11/12 этаж, Жубан Молдагалиев",18000,51.1267996377,71.36231148523,1002251296,arenda,kvartiry-posutochno,2,42.0,25,False,False,daily,"Астана, Нура р-н",Delta,11 из 12,42 м²,да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми",рядом есть парковка,False,SAT-NS,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/686347767,"1-комнатная квартира · 37 м², Достык 13",16500,51.126703,71.434858,686347767,arenda,kvartiry-posutochno,1,37.0,12,False,False,daily,"Астана, Есильский р-н",Нурсая Бонита,12,37 м²,да,"не новый, но аккуратный и чистый ремонт","4 гостя, 2 кровати","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь","домофон, электронные замки, рядом есть парковка",False,Бонита Инжиниринг,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1003329940,"3-комнатная квартира · 69 м² · 5/7 этаж, Маншук Маметова 2/1 — Бассейн Ózen, Тулпар, Dopșý Arena",30000,51.127938949221,71.3757538096,1003329940,arenda,kvartiry-posutochno,3,69.0,11,False,False,daily,"Астана, Нура р-н",,5 из 7,69 м²,,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","душевая кабина, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, рядом есть парковка",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1008726007,"1-комнатная квартира · 36 м² · 3/10 этаж, Айтеке би 14 — Ханшатыр",18000,51.137572469514,71.385692100525,1008726007,arenda,kvartiry-posutochno,1,36.0,19,False,False,daily,"Астана, Нура р-н",Manhattan,3 из 10,"36 м², Площадь кухни — 15 м²",,"свежий ремонт, новая мебель","2 гостя, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, шампунь",некурящим,"домофон, рядом есть парковка",False,G-Park,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/760749318,"2-комнатная квартира · 54 м² · 19/36 этаж, Достык 5",20000,51.128349611945,71.422389294603,760749318,arenda,kvartiry-posutochno,2,54.0,19,False,False,daily,"Астана, Есильский р-н",Северное сияние,19 из 36,"54 м², Площадь кухни — 10 м²",да,,"5 гостей, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, утюг, посуда, лифт","ванна, полотенца",некурящим,"домофон, рядом есть парковка",False,BAZIS–А,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1003303821,"2-комнатная квартира · 45 м² · 11/25 этаж, Тауелсиздик 25 — Дворец школьников Шарль Де Голя, Торговый Центр Astana Mall, Дворец школьников ЕНУ",25000,51.143353,71.460846,1003303821,arenda,kvartiry-posutochno,2,45.0,11,False,False,daily,"Астана, Алматы р-н",Алтын Булак,11 из 25,45 м²,,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, лифт",ванна,,"домофон, рядом есть парковка",False,Астана Сервис Строй Монтаж,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/30883080,"2-комнатная квартира · 70 м² · 7/24 этаж, Сарайшик 5 а — Акмешит",16000,51.135928,71.422731,30883080,arenda,kvartiry-posutochno,2,70.0,6,False,False,daily,"Астана, Есильский р-н",Лазурный квартал,7 из 24,"70 м², жилая — 68 м², Площадь кухни — 10 м²",,свежий ремонт,"6 гостей, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми, можно с животными","домофон, электронные замки",False,BI Group Юг,2026-08-05T15:50:53+00:00,2016.0,раздельный,полностью,,кирпичный,металлическая,через TV кабель,,,лоджия
https://krisha.kz/a/show/699642605,"1-комнатная квартира · 32 м² · 5/9 этаж, Байтурсынова 39 — Жумабаева, Жургенова, Байтурсынова",11000,51.120620145423,71.500120618438,699642605,arenda,kvartiry-posutochno,1,32.0,4,True,False,daily,"Астана, Алматы р-н",,5 из 9,"32 м², Площадь кухни — 8 м²",,"не новый, но аккуратный и чистый ремонт","2 гостя, 1 диван","Заезд 13:00, выезд 12:00 (по договорённости)","интернет, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца",некурящим,"домофон, рядом есть парковка",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/680886943,"2-комнатная квартира · 50 м² · 10/10 этаж, А. Бокейханова 10 — Керей Жанибек хандар, музей первого президента",19990,51.114045,71.438936,680886943,arenda,kvartiry-posutochno,2,50.0,28,False,False,daily,"Астана, Есильский р-н",Кыз Жибек,10 из 10,"50 м², Площадь кухни — 18 м²",да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт, кофеварка","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми, можно с животными","домофон, электронные замки, паркинг, рядом есть парковка",False,Азбука Жилья Новостройки,2026-08-05T15:50:53+00:00,,,полностью,,,,,,,
https://krisha.kz/a/show/1013169153,"2-комнатная квартира · 45 м² · 6/12 этаж, Улица А 52, 8 8/1 — Нажимеденова, Улы Дала",17000,51.107524776269,71.512060835062,1013169153,arenda,kvartiry-posutochno,2,45.0,6,False,False,daily,"Астана, Сарайшык р-н",Geneva 1,6 из 12,"45 м², Площадь кухни — 10 м²",,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, паркинг, рядом есть парковка",False,G-Park,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/686597447,"1-комнатная квартира · 42 м² · 12/13 этаж, Тауелсиздик 34/9 — За Астанамолом",13000,51.138057025172,71.467113383067,686597447,arenda,kvartiry-posutochno,1,42.0,13,False,False,daily,"Астана, Алматы р-н",СОЗАК,12 из 13,42 м²,да,"свежий ремонт, новая мебель","2 гостя, 1 кровать","Заезд 14:00, выезд 13:00","стиральная машина, утюг, посуда, кондиционер, лифт","ванна, полотенца, халат","некурящим, могу сдать на ночь","домофон, рядом есть парковка",False,BM Stroy,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1013957450,"1-комнатная квартира · 43 м² · 14/16 этаж, Тауелсиздик 34/2 — Дворец Школьников",12000,51.138434633569,71.467113488437,1013957450,arenda,kvartiry-posutochno,1,43.0,6,False,False,daily,"Астана, Алматы р-н",Silk Way,14 из 16,43 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми, можно с животными","домофон, видеодомофон, электронные замки, рядом есть парковка",False,ТОО Бурмонтаж - Актобе,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1007996555,"2-комнатная квартира · 45 м² · 6/12 этаж, Бухар жырау 31",18000,51.098576209206,71.441674026952,1007996555,arenda,kvartiry-posutochno,2,45.0,10,False,False,daily,"Астана, Есильский р-н",,6 из 12,"45 м², Площадь кухни — 15 м²",да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1002783901,"2-комнатная квартира · 40 м² · 8/9 этаж, Айтеке би — Мухаметханова-Айтике би",18000,51.138256947008,71.377976065756,1002783901,arenda,kvartiry-posutochno,2,40.0,15,False,False,daily,"Астана, Нура р-н",Атамари,8 из 9,"40 м², Площадь кухни — 15 м²",да,"свежий ремонт, новая мебель",4 гостя,"Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, фен, шампунь, гель для душа","некурящим, можно с детьми","электронные замки, рядом есть парковка",False,ЖСК Атамари,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1013409772,"1-комнатная квартира · 40 м² · 16/18 этаж, Санжара Асфендиярова 7",15000,51.134459854527,71.378968432035,1013409772,arenda,kvartiry-posutochno,1,40.0,12,False,False,daily,"Астана, Нура р-н",Sat City,16 из 18,"40 м², Площадь кухни — 12 м²",,,"2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, утюг, посуда, кондиционер, лифт","душевая кабина, ванна, полотенца, тапочки, фен, шампунь",некурящим,"домофон, видеодомофон, электронные замки, рядом есть парковка",False,SAT-NS,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011232388,"1-комнатная квартира · 42 м² · 5/8 этаж, Кабанбай батыра 58 А 58 а",16000,51.096349,71.406372,1011232388,arenda,kvartiry-posutochno,1,42.0,3,False,False,daily,Астана,,5 из 8,42 м²,,,"4 гостя, 1 кровать, 1 диван","Заезд 12:00, выезд 14:00",,,,,False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1013693273,"2-комнатная квартира · 41 м² · 7/12 этаж, Сыганак 13",18000,51.130518936925,71.38139446843,1013693273,arenda,kvartiry-posutochno,2,41.0,8,False,False,daily,"Астана, Есильский р-н",MIAMI,7 из 12,"41 м², Площадь кухни — 4 м²",,"свежий ремонт, новая мебель","6 гостей, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, фен","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,A GROUP DEVELOPMENT,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/695515870,"2-комнатная квартира · 40 м² · 10/16 этаж, Тауелсиздик 34/2 — Бауыржан Момышулы",20000,51.138837748543,71.467713412502,695515870,arenda,kvartiry-posutochno,2,40.0,22,False,False,daily,"Астана, Алматы р-н",Silk Way,10 из 16,"40 м², Площадь кухни — 18 м²",да,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,ТОО Бурмонтаж - Актобе,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/660965461,"1-комнатная квартира · 42 м² · 5/18 этаж, Кошкарбаева 32/1 — Посольство США, мечеть Хазрет Султан.",14000,51.124535711706,71.48107086601,660965461,arenda,kvartiry-posutochno,1,42.0,7,False,False,daily,"Астана, Алматы р-н",Сенатор,5 из 18,"42 м², жилая — 38 м², Площадь кухни — 10 м²",,свежий ремонт,3 гостя,"Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми",домофон,False,Оркен ЖСК,2026-08-05T15:50:53+00:00,2016.0,совмещенный,полностью,да,монолитный,металлическая,ADSL,нет,,лоджия
https://krisha.kz/a/show/694324898,"1-комнатная квартира · 40 м² · 2/12 этаж, Туран 34а",13000,51.121791,71.405734,694324898,arenda,kvartiry-posutochno,1,40.0,9,False,False,daily,"Астана, Нура р-н",Tandau,2 из 12,"40 м², Площадь кухни — 15 м²",,"свежий ремонт, новая мебель","2 гостя, 1 кровать","Заезд 13:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,SVOYDOM,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/683398152,"2-комнатная квартира · 40 м² · 5/10 этаж, Туран 40/2",20000,51.115176,71.404091,683398152,arenda,kvartiry-posutochno,2,40.0,28,False,False,daily,"Астана, Есильский р-н",Alma Park,5 из 10,40 м²,,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, видеодомофон, электронные замки, рядом есть парковка",False,,2026-08-05T15:50:53+00:00,,,,,,,,,,
https://krisha.kz/a/show/1008579666,"2-комнатная квартира · 54 м² · 18/21 этаж, Акмешит 17 — Ботанический Сад, Триумфальная Арка",15000,51.111798368723,71.421672763587,1008579666,arenda,kvartiry-posutochno,2,54.0,9,False,False,daily,"Астана, Есильский р-н",Argento,18 из 21,54 м²,,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","душевая кабина, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,BAZIS–А,2026-08-05T16:37:35+00:00,,,,,,,,,,
