url,title,price,lat,lon,listing_id,section_alias,category_alias,rooms_structured,area_m2_structured,photo_count,is_estate_verified,is_booking_enabled,rental_period,Город,Жилой комплекс,Этаж,Площадь,Кухня студия,Состояние квартиры,Возможности размещения,Часы пребывания,Удобства,Ванная комната,Кому подойдет квартира,Безопасность,Новостройка,Застройщик,scraped_at,Год постройки,Санузел,Квартира меблирована,Балкон остеклён,Тип дома,Дверь,Интернет,Телефон,Парковка,Балкон
https://krisha.kz/a/show/1012896621,"1-комнатная квартира · 45 м² · 4/16 этаж, Иманбаева 10а — Иманбаева Кенесары",15000,51.164985,71.436133,1012896621,arenda,kvartiry-posutochno,1,45.0,7,False,False,daily,"Астана, р-н Байконур",,4 из 16,45 м²,,,"3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, гель для душа",,"домофон, рядом есть парковка",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1002298350,"1-комнатная квартира · 38 м² · 4/9 этаж, Калдаяков 26 — Калдаякова пересечении Нажмединова",12000,51.111646933355,71.493716240366,1002298350,arenda,kvartiry-posutochno,1,38.0,6,False,False,daily,"Астана, Алматы р-н","Баскару 2, 3, 4, 5",4 из 9,"38 м², Площадь кухни — 11 м²",,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 12:00, выезд 14:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","душевая кабина, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,ТОО BASCAR-U,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011485488,"2-комнатная квартира · 45 м², Улица А 52, 4",15000,51.11222759493,71.522093665022,1011485488,arenda,kvartiry-posutochno,2,45.0,3,False,False,daily,"Астана, Сарайшык р-н",Geneva 2,12,45 м²,,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, посуда, лифт","ванна, полотенца, гель для душа","некурящим, могу сдать на ночь","домофон, электронные замки",False,G-Park,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1013237020,"1-комнатная квартира · 40 м² · 13/14 этаж, Мәңгілік Ел 19 — Мангілік ел-Алматы",19000,51.114299936635,71.432702846224,1013237020,arenda,kvartiry-posutochno,1,40.0,7,False,True,daily,"Астана, Есильский р-н",Айсанам,13 из 14,40 м²,да,"не новый, но аккуратный и чистый ремонт","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, кондиционер, лифт","ванна, полотенца, фен, шампунь","некурящим, могу сдать на ночь, можно с детьми",,False,Азбука Жилья Новостройки,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1008145823,"1-комнатная квартира · 45 м² · 5/9 этаж, Туран 42",12000,51.115361660861,71.401343597728,1008145823,arenda,kvartiry-posutochno,1,45.0,10,False,False,daily,"Астана, Есильский р-н",Sport City,5 из 9,45 м²,,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, фен","некурящим, могу сдать на ночь","домофон, электронные замки, рядом есть парковка",False,FBK Курылыс,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1005554390,"1-комнатная квартира · 44 м² · 10/12 этаж, Чингиза Айтматова 77/6 — Район Сарыарка/Набережная",19000,51.1659,71.372497,1005554390,arenda,kvartiry-posutochno,1,44.0,7,False,False,daily,"Астана, Сарыарка р-н",Kolsai,10 из 12,44 м²,,"свежий ремонт, новая мебель","2 гостя, 1 кровать, 1 диван","Заезд 14:30, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, рядом есть парковка",False,SVOYDOM,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1003812710,"1-комнатная квартира · 45 м², Мухамедханова 8 — ХАНШАТЫР,КазГюУ, АСТАНА ВИЖН",15000,51.140341,71.383465,1003812710,arenda,kvartiry-posutochno,1,45.0,8,False,False,daily,"Астана, Нура р-н",Manhattan,24,45 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","душевая кабина, полотенца, тапочки, фен, шампунь","некурящим, можно с детьми","домофон, видеодомофон, паркинг, рядом есть парковка",False,G-Park,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1010235934,"2-комнатная квартира · 32 м² · 14/17 этаж, Рыскулова 16/4",16000,51.079874,71.429863,1010235934,arenda,kvartiry-posutochno,2,32.0,13,False,False,daily,"Астана, Есильский р-н",MOD Comfort - 3,14 из 17,32 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 15:00, выезд 12:00","интернет, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, тапочки, фен, шампунь",,"домофон, электронные замки",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/676926361,"2-комнатная квартира · 59 м² · 7/8 этаж, Улы дала 56",18000,51.097186,71.409777,676926361,arenda,kvartiry-posutochno,2,59.0,13,False,False,daily,"Астана, Есильский р-н",Expo Boulevard,7 из 8,59 м²,,свежий ремонт,"6 гостей, 1 кровать, 2 дивана","Заезд 13:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,2018,совмещенный,полностью,да,кирпичный,,через TV кабель,,паркинг,балкон
https://krisha.kz/a/show/697684731,"1-комнатная квартира · 25 м² · 2/17 этаж, Мангилик ел 40/2 — Триумфальная арка, ботанический сад, бухар жыраау",15000,51.10137269682,71.429883412432,697684731,arenda,kvartiry-posutochno,1,25.0,11,False,False,daily,"Астана, Нура р-н",,2 из 17,"25 м², Площадь кухни — 6 м²",да,"свежий ремонт, новая мебель",2 гостя,"Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми","домофон, электронные замки",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011266295,"2-комнатная квартира · 70 м² · 14/17 этаж, Туран 50/2",35000,51.105305988347,71.400481437823,1011266295,arenda,kvartiry-posutochno,2,70.0,18,False,False,daily,"Астана, Нура р-н",,14 из 17,70 м²,,"свежий ремонт, новая мебель","6 гостей, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1001648278,"2-комнатная квартира · 50 м² · 2/9 этаж, Туран 43/5",20000,51.12500239242,71.400200356195,1001648278,arenda,kvartiry-posutochno,2,50.0,8,False,False,daily,"Астана, Нура р-н",Grand Turan Comfort,2 из 9,50 м²,да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, утюг, посуда, кондиционер, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/681435428,"1-комнатная квартира · 56 м² · 11/16 этаж, Малика Габдуллина 12 — Иманова",15000,51.161619,71.43298,681435428,arenda,kvartiry-posutochno,1,56.0,9,False,False,daily,"Астана, Алматы р-н",Айя,11 из 16,"56 м², Площадь кухни — 12 м²",,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,Проектная компания Айя,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011361409,"2-комнатная квартира · 44 м² · 10/12 этаж, Санжара Асфендиярова 8",20000,51.131985766158,71.375907137408,1011361409,arenda,kvartiry-posutochno,2,44.0,3,False,False,daily,"Астана, Нура р-н",Sat City,10 из 12,"44 м², Площадь кухни — 14 м²",да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, халат, тапочки, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,SAT-NS,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011345115,"2-комнатная квартира · 46.8 м² · 16/18 этаж, Туран 39/3",28000,51.128945243225,71.402328014156,1011345115,arenda,kvartiry-posutochno,2,46.8,9,False,False,daily,"Астана, Нура р-н",Evolution,16 из 18,46.8 м²,да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, посудомоечная машина, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, паркинг, рядом есть парковка",False,BAZIS–А,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1010173763,"1-комнатная квартира · 30 м² · 5/23 этаж, Туркестан 16 — Напротив ботанического сада",22000,51.106934297739,71.424826389349,1010173763,arenda,kvartiry-posutochno,1,30.0,9,False,False,daily,"Астана, Есильский р-н",,5 из 23,30 м²,да,,"2 гостя, 1 кровать","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми",электронные замки,False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/680327020,"1-комнатная квартира · 50 м² · 6/9 этаж, Бокейхана",15000,51.090477,71.427959,680327020,arenda,kvartiry-posutochno,1,50.0,7,False,False,daily,"Астана, Есильский р-н",Expo Boulevard,6 из 9,50 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 13:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, фен","некурящим, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,полностью,,,,,,,
https://krisha.kz/a/show/1014432515,"1-комнатная квартира · 45 м² · 7/12 этаж, Циолковского 1/1",9000,51.16431501151,71.468066317612,1014432515,arenda,kvartiry-posutochno,1,45.0,10,False,False,daily,"Астана, р-н Байконур",,7 из 12,"45 м², Площадь кухни — 5 м²",да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 12:00, выезд 13:20 (по договорённости)","телевизор, стиральная машина, микроволновая печь, посуда, лифт","душевая кабина, ванна, полотенца, тапочки","могу сдать на ночь, можно с детьми, можно с животными","домофон, видеодомофон, паркинг, рядом есть парковка",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1002800334,"2-комнатная квартира · 50 м² · 11/20 этаж, Кабанбай батыра 56 — Ботанический сад",35000,51.102143061662,71.409309066073,1002800334,arenda,kvartiry-posutochno,2,50.0,15,False,False,daily,"Астана, Есильский р-н",Garden View,11 из 20,50 м²,да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,BI Group Север,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1002613160,"1-комнатная квартира · 42 м² · 6/9 этаж, Туран 46б/1 — Астана Арена Ботанический сад",17000,51.110211,71.401153,1002613160,arenda,kvartiry-posutochno,1,42.0,14,False,False,daily,"Астана, Есильский р-н",Champion,6 из 9,"42 м², Площадь кухни — 9 м²",,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь","домофон, рядом есть парковка",False,TOO Sun Stroy Astana,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1006922912,"2-комнатная квартира · 50 м² · 6/9 этаж, Мангилик ел 51/2",22000,51.10269,71.42839,1006922912,arenda,kvartiry-posutochno,2,50.0,6,False,False,daily,"Астана, Есильский р-н",,6 из 9,50 м²,,,"5 гостей, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, паркинг",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1000929612,"1-комнатная квартира · 40 м² · 1/12 этаж, Хусейн бен талал 41/1 — Рядом УДП больница",20000,51.07889160209,71.433635764559,1000929612,arenda,kvartiry-posutochno,1,40.0,9,False,False,daily,"Астана, Есильский р-н",MoD. Standard,1 из 12,"40 м², Площадь кухни — 10 м²",,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, электронные замки, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/760341046,"1-комнатная квартира · 50 м² · 10/14 этаж, Сарыарка 3а — Шевченко",18000,51.161335896468,71.408834930771,760341046,arenda,kvartiry-posutochno,1,50.0,17,False,False,daily,"Астана, Сарыарка р-н",Edel,10 из 14,"50 м², Площадь кухни — 12 м²",,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, паркинг, рядом есть парковка",False,SANA GROUP,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1010828821,"3-комнатная квартира · 90 м² · 6/8 этаж, Кабанбай батыра 60 — Mega Silk Way",40000,51.090971333821,71.405855594427,1010828821,arenda,kvartiry-posutochno,3,90.0,10,False,False,daily,"Астана, Есильский р-н",Expo Residence,6 из 8,90 м²,,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, посудомоечная машина, лифт","душевая кабина, ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1014526766,"2-комнатная квартира · 55 м² · 2/7 этаж, Улы Дала 56",20000,51.096702903789,71.410066533943,1014526766,arenda,kvartiry-posutochno,2,55.0,8,False,False,daily,"Астана, Есильский р-н",Expo Plaza,2 из 7,55 м²,,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, посуда, кондиционер, лифт","ванна, полотенца, фен","некурящим, могу сдать на ночь, можно с детьми, можно с животными","домофон, видеодомофон, паркинг, рядом есть парковка",False,BAZIS–А,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1007393436,"2-комнатная квартира · 50 м² · 3 этаж, Улы Дала 31",25000,51.101004509663,71.40182605911,1007393436,arenda,kvartiry-posutochno,2,50.0,21,False,False,daily,"Астана, Нура р-н",Alpamys,3,50 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми",домофон,False,ТОО Mercury Planet,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1004454298,"3-комнатная квартира · 85 м² · 6/22 этаж, Е-36 5 — Сыганак",35000,51.128648846773,71.385618134416,1004454298,arenda,kvartiry-posutochno,3,85.0,7,False,False,daily,"Астана, Нура р-н",Respublika,6 из 22,"85 м², Площадь кухни — 15 м²",да,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, видеодомофон, электронные замки",False,SAT-NS,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1013937886,"2-комнатная квартира · 57.3 м² · 18/24 этаж, Тауелсиздик 21/5 — Apelsin Tour",19000,51.144664,71.456552,1013937886,arenda,kvartiry-posutochno,2,57.3,9,False,False,daily,"Астана, Алматы р-н",7Я,18 из 24,57.3 м²,,"не новый, но аккуратный и чистый ремонт","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","телевизор, стиральная машина, посуда, лифт","ванна, полотенца, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, паркинг, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/690336255,"1-комнатная квартира · 41 м² · 11/14 этаж, Сарайшык 7/3",11000,51.135837,71.427141,690336255,arenda,kvartiry-posutochno,1,41.0,11,False,False,daily,"Астана, Есильский р-н",,11 из 14,41 м²,,"свежий ремонт, новая мебель",1 гость,"Заезд 13:00, выезд 12:00","интернет, телевизор, стиральная машина, утюг, посуда, лифт","ванна, полотенца, шампунь",некурящим,"домофон, паркинг",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/699801627,"1-комнатная квартира · 40 м² · 12/19 этаж, Кабанбай-батыра 4/2 — Космонавтов",16000,51.146836913014,71.426137843288,699801627,arenda,kvartiry-posutochno,1,40.0,19,False,False,daily,"Астана, Есильский р-н",Комфорт De Luxe,12 из 19,40 м²,,,"3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, электронные замки",False,Меркурий и К,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/699853549,"1-комнатная квартира · 42 м² · 8/10 этаж, Туран 46/4 — Пр-тТуран угол улицы Орынбор",16000,51.111789,71.401485,699853549,arenda,kvartiry-posutochno,1,42.0,13,False,False,daily,"Астана, Есильский р-н",Grand Champion,8 из 10,"42 м², Площадь кухни — 11 м²",,"не новый, но аккуратный и чистый ремонт","2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь","некурящим, можно с детьми","домофон, рядом есть парковка",False,Mercury Sport,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/698778854,"2-комнатная квартира · 45 м² · 14/20 этаж, Туран 50/3",18000,51.105669666735,71.402163505554,698778854,arenda,kvartiry-posutochno,2,45.0,27,False,False,daily,"Астана, Есильский р-н",Buqar Jyrau,14 из 20,45 м²,да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, видеодомофон, электронные замки, рядом есть парковка",False,ULYTAU GROUP,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1011018810,"2-комнатная квартира · 47 м² · 8/12 этаж, Чингиза Айтматова 77/6 — Район Сарыарка/Набережная",23000,51.1659,71.372497,1011018810,arenda,kvartiry-posutochno,2,47.0,10,False,False,daily,Астана,Kolsai,8 из 12,47 м²,,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:30, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, рядом есть парковка",False,SVOYDOM,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1009753329,"1-комнатная квартира · 38 м² · 11/12 этаж, Ч.Айтматова 79 — Район Сарыарка/Набережная",19000,51.167928,71.374195,1009753329,arenda,kvartiry-posutochno,1,38.0,7,False,False,daily,"Астана, Нура р-н",Alakol,11 из 12,38 м²,,"свежий ремонт, новая мебель","2 гостя, 1 кровать, 1 диван","Заезд 14:30, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, рядом есть парковка",False,SVOYDOM,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1005234208,"3-комнатная квартира · 80 м² · 2/9 этаж, Бокейхана 25",40000,51.087586011104,71.42876353873,1005234208,arenda,kvartiry-posutochno,3,80.0,21,False,False,daily,"Астана, Есильский р-н",Apple City,2 из 9,80 м²,да,"свежий ремонт, новая мебель","8 гостей, 2 кровати, 2 дивана","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, электронные замки, рядом есть парковка",False,SAT-NS,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/695483794,"3-комнатная квартира · 90 м² · 4/13 этаж, Максут Нарикбаев 6а — Мухаметханова",40000,51.140677324593,71.390489977938,695483794,arenda,kvartiry-posutochno,3,90.0,11,False,False,daily,"Астана, Есильский р-н",Комсомольский,4 из 13,"90 м², Площадь кухни — 15 м²",да,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 1 диван","Заезд 12:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, для вечеринок, могу сдать на ночь, можно с детьми","домофон, электронные замки, рядом есть парковка",False,Орда Инжиниринг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/675919310,"1-комнатная квартира · 30 м² · 3/5 этаж, Бейбитшилик 32 — Богенбая",12000,51.177198,71.418843,675919310,arenda,kvartiry-posutochno,1,30.0,3,False,False,daily,"Астана, Сарыарка р-н",,3 из 5,30 м²,,свежий ремонт,"2 гостя, 1 кровать","Заезд 18:00, выезд 12:00 (по договорённости)","интернет, телевизор, микроволновая печь, утюг, посуда","ванна, полотенца, фен, шампунь",,домофон,False,,2026-08-05T16:37:35+00:00,1965,,,,,,,,,
https://krisha.kz/a/show/678034145,"1-комнатная квартира · 40 м² · 18/24 этаж, Сауран 15/3",20000,51.111642,71.414457,678034145,arenda,kvartiry-posutochno,1,40.0,10,False,False,daily,"Астана, Алматы р-н",Времена года. Лето,18 из 24,40 м²,,свежий ремонт,"3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","душевая кабина, полотенца, халат, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, паркинг, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,2021,совмещенный,полностью,да,панельный,,ADSL,,паркинг,балкон
https://krisha.kz/a/show/689439932,"2-комнатная квартира · 51 м² · 12/17 этаж, Туран 44Б — Орынбор",18000,51.113121305731,71.40230590306,689439932,arenda,kvartiry-posutochno,2,51.0,14,True,False,daily,"Астана, Есильский р-н",Parasat,12 из 17,51 м²,да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт, кофеварка","ванна, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, можно с детьми","домофон, видеодомофон, электронные замки",False,SVOYDOM,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/670145076,"3-комнатная квартира · 75 м² · 14/18 этаж, мкр Комсомольский, Сауран 10б — Жекпе жек, Астана арена, Реабилитация, Байтерек",32000,51.119520435828,71.420788951521,670145076,arenda,kvartiry-posutochno,3,75.0,19,False,True,daily,"Астана, Есильский р-н",Sauran Towers,14 из 18,"75 м², жилая — 65 м²",да,свежий ремонт,"6 гостей, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,2019,совмещенный,полностью,да,,бронированная,,,рядом охраняемая стоянка,лоджия
https://krisha.kz/a/show/1013358131,"2-комнатная квартира · 72 м² · 13/14 этаж, Тараса Шевченко 8/1",27000,51.159370186012,71.405506721931,1013358131,arenda,kvartiry-posutochno,2,72.0,18,False,False,daily,"Астана, Сарыарка р-н",Сана,13 из 14,72 м²,да,"свежий ремонт, новая мебель",5 гостей,"Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, посудомоечная машина, лифт, кофеварка","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, рядом есть парковка",False,ГражданПромСтрой,2026-08-05T16:37:35+00:00,,,,,,,,,,
